source_id,title,year,source_type,doi,pmid,pmcid,url,full_text_state,correction_state,population,event,age_range,sex,maturity,training_status,rq_tags,funding,conflicts,overlap_group,notes
SRC-PMID-37435592,Effects of...interval training on the 800-m records of adolescent...runners,2023,PRIMARY_OR_OFFICIAL_SOURCE,10.12965/jer.2346212.106,37435592,PMC10331139,https://pmc.ncbi.nlm.nih.gov/articles/PMC10331139/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,10-week HIIT vs MIIT plus weights; 20 high-school males; adolescent; maturity NR,10-week HIIT vs MIIT plus weights; 20 high-school males; adolescent; maturity NR,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,C;F;G,no funding/no COI,no funding/no COI,NONE_IDENTIFIED,`QUALIFY`: HIIT group improved 800 m/selected markers more; small male sample and biomarker changes do not establish recovery or safety.
SRC-PMID-37752011,IOC consensus statement on Relative Energy Deficiency in Sport (REDs),2023,CONSENSUS_STATEMENT,10.1136/bjsports-2023-106994,37752011,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/37752011/,RETRACTED_OR_CORRECTED,CORRECTION_LINKED_AND_RECORDED | CORRECTED_2024-02-07;PMID_38325885;DOI_10.1136/bjsports-2023-106994corr1;APPLIED,"athletes across sports, sexes and ages; clinical/multidisciplinary; maturity relevant","athletes across sports, sexes and ages; clinical/multidisciplinary; maturity relevant",ADOLESCENT;ADULT,ALL,ADOLESCENT_CONTEXT_RETAINED,VARIED_ATHLETES,G | RQ-G,IOC/author disclosures; `OV-YOUTH-CONSENSUS` | NOT_EXTRACTED_IN_SEARCH_PACKET,IOC/author disclosures; `OV-YOUTH-CONSENSUS` | NOT_EXTRACTED_IN_SEARCH_PACKET,OV-YOUTH-CONSENSUS | REDS_CONSENSUS,`CORRECT_WITH_CORRECTION`: supports separate clinical expert boundary for energy availability/health; product must not diagnose REDs. | Correction-aware extraction; CAT2 is clinician-facing and must not be automated
SRC-PMID-37776346,Recovery kinetics following sprint training: resisted versus unresisted sprints,2024,PRIMARY_OR_OFFICIAL_SOURCE,10.1007/s00421-023-05317-x,37776346,PMC10879260,https://pmc.ncbi.nlm.nih.gov/articles/PMC10879260/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,acceleration sprint; adults; sex/age NR here; well-trained/familiarized; no maturity,acceleration sprint; adults; sex/age NR here; well-trained/familiarized; no maturity,18-26 y,MIXED,NOT_REPORTED,COMPETITIVE,B | RQ-B,NR/NR; recovery-primary cluster | NOT_VERIFIED,NR/NR; recovery-primary cluster | NOT_VERIFIED,NONE_IDENTIFIED | NOT_VERIFIED,`CORRECT_BUT_BAD_LINK`: 20% body-mass resisted sprints impaired selected sprint/EIMD measures through 72 h; not a universal interval or runner-youth rule. | Sprint-trained adult indirect; unresisted versus 10% and 20% body-mass resisted sprints; 24 h 48 h 72 h.
SRC-PMID-38627351,Effect of Strength Training Methods...Runners: SR/MA,2024,SYSTEMATIC_REVIEW_OR_META_ANALYSIS,10.1007/s40279-024-02018-z,38627351,PMC11258194,https://pmc.ncbi.nlm.nih.gov/articles/PMC11258194/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,middle/long-distance runners; mixed sex/ages/status; 6-40 weeks; maturity mostly NR,middle/long-distance runners; mixed sex/ages/status; 6-40 weeks; maturity mostly NR,17-40 years,651 male; 243 female,MIXED;NOT_STANDARDIZED,Moderately trained through highly trained,C | RQ-C,no funding/no COI; `OV-RUNNER-STRENGTH` | NOT_VERIFIED,no funding/no COI; `OV-RUNNER-STRENGTH` | NOT_VERIFIED,OV-RUNNER-STRENGTH | FRV2-OVERLAP-RUNNER-STRENGTH-REVIEWS,`CORRECT`: high-load/combined methods improved performance with very-low-to-moderate certainty; no Formation placement rule. | High-load and combined strength methods improved running performance but endurance-strength order and separation were not meta-analyzed.
SRC-PMID-38662890,Statistical Tests...Identifying Performance Gains in Individual Athletes,2024,METHODS_PAPER,10.1519/JSC.0000000000004727,38662890,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/38662890/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,practitioner methods; no intervention population,practitioner methods; no intervention population,NOT_REPORTED_IN_ABSTRACT,2_FEMALE_2_MALE,NOT_REPORTED_IN_ABSTRACT,NCAA_DIVISION_I,E | RQ-E,NR/NR; `OV-MEASUREMENT` | NOT_EXTRACTED_IN_RQ_E_SEARCH,NR/NR; `OV-MEASUREMENT` | NOT_EXTRACTED_IN_RQ_E_SEARCH,OV-MEASUREMENT | CMJ_FOUR_ATHLETE_DATASET_2024,`CORRECT`: distinguishes CV/SEM/SWC and individual change; supplies no universal minimum n. | Compares model statistic SWC CV and SEM in a narrow example; five sessions biweekly cadence and CV preference are not universal defaults.
SRC-PMID-39197945,IOC consensus statement on elite youth athletes...,2024,CONSENSUS_STATEMENT,10.1136/bjsports-2024-108186,39197945,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/39197945/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,elite youth/Olympic pathway; both sexes; maturation and development; multi-sport,elite youth/Olympic pathway; both sexes; maturation and development; multi-sport,YOUTH;ADOLESCENT,ALL,NONLINEAR_ASYNCHRONOUS_DEVELOPMENT_RETAINED,ELITE_INTERNATIONAL_PATHWAY,F;G | RQ-G,IOC/author disclosures; cited by PMID and BJSM URL | NOT_EXTRACTED_IN_SEARCH_PACKET,IOC/author disclosures; cited by PMID and BJSM URL | NOT_EXTRACTED_IN_SEARCH_PACKET,NONE_IDENTIFIED | NOT_ASSESSED,`CORRECT`: supports athlete-centred safeguards and asynchronous development; no automatic prescription authority. | Recent competition is context only and never recovery or readiness evidence
SRC-PMID-39888556,Which Training Intensity Distribution Intervention...IPD network MA,2025,PRIMARY_OR_OFFICIAL_SOURCE,10.1007/s40279-024-02149-3,39888556,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/39888556/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,endurance athletes; adults; mixed sports/sex/status,endurance athletes; adults; mixed sports/sex/status,Study means 17.6-41.5 years,296 male; 52 female,NOT_REPORTED,Recreational and competitive endurance athletes,A | RQ-A,full-text disclosures required; `OV-TID` | NOT_VERIFIED,full-text disclosures required; `OV-TID` | NOT_VERIFIED,OV-TID | FRV2-OVERLAP-ENDURANCE-TID-REVIEWS,`CORRECT`: comparative average TID effects do not select a 9.5-day calendar or recovery interval. | No statistically significant polarized-versus-pyramidal difference in the abstract; not a cycle-length comparison. owner_target=9_5_DAY_AUTOMATED_PRESCRIPTION; runtime_authority=false
SRC-PMID-40016936,Strength Training Improves Running Economy Durability and Fatigued High-Intensity Performance...,2025,RANDOMIZED_OR_COMPARATIVE_PRIMARY,10.1249/MSS.0000000000003685,40016936,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/40016936/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,strength+running; well-trained adult male runners,strength+running; well-trained adult male runners,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,C,NR/NR; `OV-RUNNER-STRENGTH`,NR/NR; `OV-RUNNER-STRENGTH`,OV-RUNNER-STRENGTH,"`CORRECT`: supports selected fatigued-state/economy outcomes, not a validated “neural fatigue” measure."
SRC-PMID-40566441,6-Week Training Intervention on Reactive Strength: SCED,2025,CASE_OR_SINGLE_CASE,10.3390/jfmk10020191,40566441,PMC12194246,https://pmc.ncbi.nlm.nih.gov/articles/PMC12194246/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,reactive-strength intervention; small multiple-baseline athlete cases; ages/sex/status per full text,reactive-strength intervention; small multiple-baseline athlete cases; ages/sex/status per full text,NOT_EXTRACTED,NOT_EXTRACTED,NOT_EXTRACTED,NOT_EXTRACTED,E;F | RQ-E,full-text disclosures; single-case-method cluster | NOT_EXTRACTED_IN_RQ_E_SEARCH,full-text disclosures; single-case-method cluster | NOT_EXTRACTED_IN_RQ_E_SEARCH,NONE_IDENTIFIED | REACTIVE_STRENGTH_SCED_FOUR_CASES_2025,`CORRECT`: demonstrates a sport SCED application and its generalization limits; not evidence for Formation efficacy. | Nonconcurrent multiple-baseline sport application shows individual paths; its phase durations are application details not universal n freshness efficacy or safety evidence.
SRC-PMID-40596578,Effects of uphill training on maximal velocity and performance of middle-distance runners,2025,RANDOMIZED_OR_COMPARATIVE_PRIMARY,10.1038/s41598-025-08275-w,40596578,PMC12214983,https://pmc.ncbi.nlm.nih.gov/articles/PMC12214983/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,"uphill running, 8 weeks; middle-distance runners; age/sex/status as full text; maturity NR","uphill running, 8 weeks; middle-distance runners; age/sex/status as full text; maturity NR",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,C,full-text disclosure required; no overlap assigned,full-text disclosure required; no overlap assigned,NONE_IDENTIFIED,`QUALIFY`: supports uphill-training performance adaptations in its sample; does not isolate neural-fatigue resistance or a Formation slot.
SRC-PMID-41048235,Impact of post-match fatigue on peak force in elite youth soccer players...,2025,PRIMARY_OR_OFFICIAL_SOURCE,10.5114/biolsport.2025.150044,41048235,PMC12490303,https://pmc.ncbi.nlm.nih.gov/articles/PMC12490303/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,soccer match/MD+2; U19/U23; sex NR; elite youth; maturity unmeasured,soccer match/MD+2; U19/U23; sex NR; elite youth; maturity unmeasured,U19/U23,NOT_REPORTED,NOT_REPORTED,ELITE_YOUTH_AND_YOUNG_ADULT,B;F;G | RQ-B,no funding stated/no COI | NOT_VERIFIED,no funding stated/no COI | NOT_VERIFIED,NONE_IDENTIFIED | NOT_VERIFIED,"`CORRECT`: IMTP peak force remained lower at 72 h, including a control-condition training effect; indirect to middle-distance running. | Youth/young-adult indirect; IMTP force at 48 h and 72 h; intervening MD+2 load prevents match-only inference."
SRC-PMID-41312139,Effect of complex training...adolescent distance runners,2025,PRIMARY_OR_OFFICIAL_SOURCE,10.3389/fphys.2025.1718150,41312139,PMC12646903,https://pmc.ncbi.nlm.nih.gov/articles/PMC12646903/,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,8-week complex vs resistance; male; 16.75+/-0.68 y; adolescent runners; maturity unmeasured,8-week complex vs resistance; male; 16.75+/-0.68 y; adolescent runners; maturity unmeasured,16.75 +/- 0.68 years,MALE,POST_PUBERTAL_STATED;ASSESSMENT_METHOD_NOT_REPORTED,At least 3 years systematic training; at least 35 km/week,C;F;G | RQ-C,no stated funding/no COI | FUNDING_DECLARED;SEE_SOURCE,no stated funding/no COI | NONE_DECLARED,NONE_IDENTIFIED | FRV2-OVERLAP-YOUTH-CONCURRENT-PRIMARY,"`CORRECT`: running economy/power outcomes favored complex training; male-only, no safety or 9.5-day inference. | Heavy resistance preceded matched plyometrics with 3-4 min recovery; endurance placement was not reported; no universal sequence inference."
SRC-PMID-7649149,Effects of specific versus cross-training on running performance,1995,RANDOMIZED_OR_COMPARATIVE_PRIMARY,10.1007/BF00865035,7649149,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/7649149/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,running/cycling/swimming specificity; adults; sex/training NR here,running/cycling/swimming specificity; adults; sex/training NR here,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,C,non-US support/NR; cross-training cluster,non-US support/NR; cross-training cluster,NONE_IDENTIFIED,`CORRECT`: aerobic transfer exists but mode-specific adaptation is greater; no recovery-equivalence claim.
SRC-WEB-COCHRANE-HB-CH14,Summary of findings and grading certainty,NOT_REPORTED,METHOD_GUIDANCE,NOT_ASSIGNED,NOT_ASSIGNED,NOT_ASSIGNED,https://www.cochrane.org/authors/handbooks-and-manuals/handbook/current/chapter-14,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,systematic-review methods; no athlete population,systematic-review methods; no athlete population,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,all,Cochrane/N/A,Cochrane/N/A,NONE_IDENTIFIED,`GUIDANCE_OK`: GRADE domains are appropriate scaffolding; population/intervention directness for adolescent middle-distance runners must be added explicitly.
SRC-WEB-HHS-HIPAA-DEID,Guidance Regarding Methods for De-identification...HIPAA Privacy Rule,NOT_REPORTED,METHOD_GUIDANCE,NOT_ASSIGNED,NOT_ASSIGNED,NOT_ASSIGNED,https://www.hhs.gov/hipaa/for-professionals/special-topics/de-identification/index.html,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,US HIPAA covered-entity context; not sport science,US HIPAA covered-entity context; not sport science,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,D;G,US government/N/A,US government/N/A,NONE_IDENTIFIED,`GUIDANCE_OK`: supports Expert Determination/Safe Harbor and residual re-identification risk; it is not a universal global privacy rule.
SRC-WEB-PRISMA-2020,PRISMA 2020 statement,2020,METHOD_GUIDANCE,10.1136/bmj.n71,NOT_ASSIGNED,NOT_ASSIGNED,https://www.prisma-statement.org/prisma-2020-statement,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,systematic-review reporting; no athlete population,systematic-review reporting; no athlete population,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,F,guideline/N/A,guideline/N/A,NONE_IDENTIFIED,`GUIDANCE_OK`: appropriate for transparent search/exclusion reporting; does not itself appraise sports evidence.
